id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
14634,0,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb,2002,an efficient index structure for string databases,"t kahveci , ak singh","vldb ,",2001.0
14635,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,oz + : an object-oriented database system,"sp weiser , fh lochovsky","acm press frontier series ,",1989.0
14638,0,integration of data mining with database technology,"a netz , s chaudhuri , j bernhardt , u fayyad",vldb,2000,integrating mining with relational database systems : alternativesandimplications,"s sarawagi , s thomas , r agrawal","inacm sigmod international conference on management of data & hellip ; ,",
14644,0,editor 's notes,l liu,sigmod record,2002,editorsâ ?? notes,"l yorks , e kasl","new directions for adult and continuing education ,",2002.0
14645,0,combi-operator : database support for data mining applications,"a hinneburg , w lehner , d habich",vldb,2003,data mining applications in bt,"rj shortland , rt scarfe","bt technology journal ,",1994.0
14648,0,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler",vldb,2002,efficient algorithm for projected clustering,"enk ka , aw fu",,
14651,0,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,aqua : system and techniques for approximate query answering,"pb gibbons , v poosala , s acharya , y bartal , y",,
14653,0,sql query optimization : reordering for a general class of queries,"p goel , b iyer",sigmod conference,1996,iterative dynamic programming : a new class of query optimization algorithms,"d kossmann , k stocker","acm transactions on database systems ,",2000.0
14654,1,gigascope : high performance network monitoring with an sql interface,"c cranor , y gao , t johnson , v shkapenyuk , o spatscheck",sigmod conference,2002,gigascope : high performance network monitoring with an sql interface . demonstration,"c cranor , y gao , t johnson , v shkapenyuk , o","proc . acm sigmod 2002 ,",
14655,0,type classification of semi-structured documents,"m tresch , n palmer , a luniewski",vldb,1995,effects of web document evolution on genre classification,"es boese , ae howe","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
14656,0,efficient query processing for multi-dimensionally clustered tables in db2,"b bhattacharjee , s padmanabhan , t malkemus , t lai , l cranston , m huras",vldb,2003,generalized multi-dimensional data mapping and query processing,"r zhang , p kalnis , bc ooi , kl tan","acm transactions on database systems ,",2005.0
14657,0,report from the nsf workshop on workflow and process automation in information systems,,,1996,report of the workshop on semantic heterogeneity and interoperation in multidatabase systems,"p drew , r king , d mcleod , m rusinkiewicz , a","sigmod record ,",1993.0
14659,0,a scalable algorithm for answering queries using views,"r pottinger , a levy",vldb,2000,answering queries with aggragates using views,"d srivastava , s dar , h jagadish , a levy","proceedings of the international conference on very large & hellip ; ,",
14660,0,a template model for multidimensional inter-transactional association rules,"l feng , j yu , h lu , j han",vldb j.,2002,a fondationfor multidimensional databases,"m gyssens , l lakshmanan",proceedings of the 23rd vldb,
14661,0,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998,functional completeness in object-oriented databases,"p mishra , m eich","acm sigmod record ,",1992.0
14662,0,rights protection for relational data,"r sion , m atallah , s prabhakar",sigmod conference,2003,resilient rights protection for sensor streams,"r sion , m atallah , s prabhakar","proceedings of the international conference on very large & hellip ; ,",2004.0
14663,1,a conceptual architecture for semantic web enabled web services,"c bussler , d fensel , a maedche",sigmod record,2002,a conceptual architecture of semantic web enabled web services,"d fensel , c bussler , a maedche","acm special interest group on management of data ,",
14666,0,lore : a lightweight object repository for semistructured data,"d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener",sigmod conference,1996,lore : a database management systemfor semistruc-tured data,"j mchugh , s abiteboul , r goldman , d quass , j widom","sigmodrecord ,",
14667,1,database architecture optimized for the new bottleneck : memory access,"p boncz , s manegold , m kersten",vldb,1999,database architecture optimized for the new bottleneck : memory access,pa boncz,"proceedings of the international conference on very large & hellip ; ,",1999.0
14668,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,indexing semistructured data,"j mchugh , j widom , s abiteboul , q luo , a rajaraman",,
14669,0,research in database engineering at the university of namur,j hainaut,sigmod record,2003,database research at the university of oklahoma,"lb le gruenwald , r dirckze , s guinepain , c sanchez","sigmod record ,",1999.0
14670,0,the mariposa distributed database management system,j sidell,sigmod record,1996,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",,
14672,0,graphical interaction with heterogeneous databases,"t catarci , g santucci , j cardiff",vldb j.,1997,query optimization in heterogeneous databases,"w du , r krishnamurthy , m shan","proc . vldb conference , vancouver ,",
14673,1,cost estimation of user-defined methods in object-relational database systems,"j boulos , k ono",sigmod record,1999,cost estimation of user-defined methods in object-relational database systems,j boulos,"sigmod record ,",1999.0
14674,0,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003,elements of data management systems,gg dodd,"acm computing surveys ( csur ) ,",1969.0
14676,0,including group-by in query optimization,"s chaudhuri , k shim",vldb,1994,global query optimization,tk sellis,"proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0
14677,1,safe and efficient sharing of persistent objects in thor,"b liskov , a adya , m castro , m day , s ghemawat , r gruber , u maheshwari , a myers , l shrira",sigmod conference,1996,"r , gruber , u. maheshwari , a , myers , and l. shrira . safe and efficient sharing of persistent objects","b liskov , a adya , m castro , m day , s ghe-mawat","proceedings of the 1996 acm sigmod international conference & hellip ; ,",
14678,0,sentinel : an object-oriented dbms with event-based rules,s chakravarthy,sigmod conference,1997,formalization of object-oriented database model with rules,"s goutas , p soupos , d christodoulakis","information and software technology ,",1991.0
14679,0,xsb as a deductive database,"k sagonas , t swift , d warren",sigmod conference,1994,spatial deductive database,y zhang,,
14680,0,the mariposa distributed database management system,j sidell,sigmod record,1996,access path selection in a relational database management system,"pp griffiths , mm astrahan , dd chamberlin , ra lorie","acm sigmod international conference on management of data ,",
14682,0,towards event-driven modelling for database design,"m teisseire , p poncelet , r cicchetti",vldb,1994,towards a formal approach for object database design,"p poncelet , m teisseire , r cicchetti , l lakhal",,
14683,0,extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",sigmod conference,1998,ozone : integrating structured and semistructured data,"s abiteboul , r goldman , t lahiri , j mchugh , j","technical report , stanford university database group ,",
14684,0,quality of service in multimedia digital libraries,"e bertino , a elmagarmid , m hacid",sigmod record,2001,an authorization model for multimedia digital libraries,"n kodali , c farkas , d wijesekera","international journal on digital libraries ,",2004.0
14685,0,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh , k hua",sigmod conference,2000,an efficient indexing technique for full-text database systems,"j zobel , a moffat , r sacks-davis","proceedings of the international conference on very large & hellip ; ,",1992.0
14686,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,an axiomatic model for deductive object-oriented databases,"zt kardkovacs , gm suranyi",,
